Name,Location,Latitude,Longitude
PAIK,Kiana Kinana/Bob Baker Mem,66.983,-160.433
PAIL,ILIAMNA AIRPORT,59.75,-154.916
PAIN,"McKinley Park, McKinley National Park Airport",63.733,-148.916
PAIW,Wales,65.616,-168.1
PAJB,Biorka Island Supplementary Aviation Weather Reporting Station,56.85,-135.533
PAJC,"Chignik, Chignik Airport",56.311,-158.373
PAJN,JUNEAU INTERNATIONAL AIRPORT,58.35,-134.566
PAJV,Sutton,61.716,-148.883
PAKI,"Kipnuk, Kipnuk Airport",59.932,-164.030
PAKK,"Koyuk, Koyuk Airport",64.933,-161.158
PAKN,KING SALMON AIRPORT,58.683,-156.65
PAKP,"Anaktuvuk Pass, Anaktuvuk Pass Airport",68.133,-151.743
PAKT,KETCHIKAN INTERNATIONAL AIRPORT,55.35,-131.716
PAKV,KALTAG AIRPORT,64.316,-158.733
PALH,LAKE HOOD,61.183,-149.983
PALK,Snowshoe Lake,62.03,-146.692
PALP,"Deadhorse, Alpine Airstrip",70.333,-150.933
PALR,"Chandalar Lake, Chandalar Lake Airport",67.5,-148.483
PALU,"Cape Lisburne, Cape Lisburne LRRS Airport",68.883,-166.1
PALV,Big River Lake,60.816,-152.3
PAMC,MCGRATH AIRPORT,62.95,-155.6
PAMH,"Minchumina, Minchumina Airport",63.880,-152.300
PAML,"Manley Hot Springs, Manly Hot Springs Airport",64.998,-150.638
PAMM,"Metlakatla, Metlakatla Seaplane Base",55.131,-131.578
PAMR,ANCHORAGE MERRILL FIELD,61.216,-149.85
PAMY,"Mekoryuk, Mekoryuk Airport",60.366,-166.266
PANC,TED STEVENS ANCHORAGE INTERNATIONAL,61.166,-150.033
PANN,NENANA MUNICIPAL AIRPORT,64.55,-149.066
PANT,ANNETTE ISLAND AIRPORT,55.033,-131.583
PAOH,"Hoonah, Hoonah Seaplane Base",58.116,-135.45
PAOM,NOME AIRPORT,64.516,-165.433
PAPG,Petersburg,56.816,-132.966
PAPH,"Port Heiden, Port Heiden Airport",56.95,-158.633
PAPM,Platinum,59.016,-161.816
PAPO,"Point Hope, Point Hope Airport",68.35,-166.8
PAPR,"Prospect Creek, Prospect Creek Airport",66.812,-150.643
PAPT,Puntilla,62.1,-152.75
PAQT,NUIQSUT AIRPORT,70.216,-150.983
PARD,"Red Dog, Red Dog Airport",68.031,-162.903
PARL,"Central, Central Airport",65.573,-144.783
PASA,Savoonga Airport,63.683,-170.5
PASC,DEADHORSE AIRPORT,70.2,-148.483
PASG,"Skagway, Skagway Airport",59.455,-136.323
PASH,"Shishmaref, Shishmaref Airport",66.266,-166.083
PASI,SITKA AIRPORT,57.05,-135.366
PASL,Sleetmute,61.716,-157.15
PASM,"St. Mary's, St. Mary's Airport",62.05,-163.3
PASN,ST PAUL ISLAND AIRPORT,57.166,-170.216
PASV,Sparrevohn Airways Facilities Sector,61.1,-155.566
PASW,Skwentna,61.977,-151.217
PASX,Soldotna,60.483,-151.033
PASY,SHEMYA EARECKSON AS,52.716,174.116
PATE,Teller,65.233,-166.333
PATJ,Tok,63.316,-142.716
PATK,TALKEETNA AIRPORT,62.316,-150.1
PATO,PORTAGE GLACIER,60.783,-148.85
PAUM,Umiat,69.366,-152.133
PAUN,Unalakleet,63.883,-160.8
PAUO,Willow Lake,61.748,-150.054
PAVD,Valdez 2,61.133,-146.266
PAVL,KIVALINA AIRPORT,67.733,-164.55
PAWD,Seward,60.116,-149.45
PAWG,Wrangell,56.483,-132.366
PAWI,WAINWRIGHT AIRPORT,70.633,-160.033
PAWR,Whittier,60.772,-148.685
PAWS,"Wasilla, Wasilla Airport",61.571,-149.540
PAXK,Paxson,63.032,-145.498
PAYA,YAKUTAT AIRPORT,59.5,-139.666
PBTI,Barter Island Distant Early Warning,70.133,-143.583
PFYU,"Fort Yukon, Fort Yukon Airport",66.566,-145.266
PGAC,"Guam, Mariana Island",13.916,144.833
PGNT,Sabanettan / Tinian Island,14.6,145.1
PGRO,"Rota Island, N. Mariana Is, Rota International Airport",14.183,145.25
PGSN,"Saipan Island, Saipan International Airport",15.116,145.733
PGUA,"Andersen, Mariana Is, Andersen Air Force Base",13.583,144.933
PGUM,"Agana, Guam International Airport",13.483,144.8
PGWT,"Tinian Island, N. Mariana Is, West Tinian Airport",14.983,145.616
PHBK,PMRF BARKING SANDS,22.033,-159.783
PHHN,"Hana, Hana Airport",20.795,-156.014
PHIK,Hickam Air Force Base / Oahu,21.316,-157.916
PHJH,Lahaina / West Maui,21.016,-156.633
PHJR,KALAELOA AIRPORT,21.316,-158.066
PHMO,KAUNAKAKAI MOLOKAI AIRPORT,21.15,-157.1
PHNG,MCBH KANEOHE BAY HAWAII,21.45,-157.75
PHOG,KAHULUI AIRPORT,20.9,-156.433
PHTO,HILO INTERNATIONAL AIRPORT,19.716,-155.05
PJON,"Johnston Island, Johnston Atoll Airport",16.733,-169.533
PKMJ,"Majuro Atoll, Marshall Islands Int. Airp.",7.066,171.283
PKMR,"Majuro Atoll, NWS Office",7.083,171.2
PKWA,"Kwajalein, Bucholz AAF, Kwajalein KMR ATOL Airport",8.716,167.733
PLCH,Christmas / Cassidy,1.983,-157.483
PLFA,Fanning Island,3.85,-159.366
PMDY,"Sand Island, Henderson Field Airport",28.216,-177.366
POLI,Oliktok Distant Early Warning,70.5,-149.883
PPIZ,"Point Lay, Point Lay LRRS Airport",69.716,-163.0
PTKK,"Weno Island, Chuuk Int. Airp.",7.466,151.85
PTKR,"Koror, Palau, NWS Office",7.333,134.483
PTPN,"Pohnpei Island, Pohnpei Int. Airp.",6.983,158.2
PTRO,"Babelthuap Island, Babelthuap/Koror Airport",7.366,134.533
PTSA,"Kosrae Island, Kosrae Airport",5.35,162.95
PTTK,Kosrae Carolines / V,5.35,162.95
PTTP,"Pohnpei, NWS Office",6.966,158.216
PTYA,"Yap Island, Yap Int. Airp.",9.483,138.083
PWAK,"Wake Island, Wake Island Army Airfield Airport",19.283,166.65
RCAY,Kangshan Tw-Afb,22.783,120.266
RCBS,Chinmem / Shatou Air Force Base,24.433,118.366
RCDC,Pingtung South Air Force Base,22.683,120.466
RCFG,Mazu,26.166,119.933
RCFN,Feng Nin Tw-Afb,22.766,121.083
RCFS,Chia Tung,22.416,120.55
RCGM,Taoyuan Ab = 589650,25.066,121.233
RCKH,Kaohsiung International Airport,22.583,120.35
RCKU,Chiayi Tw-Afb,23.466,120.383
RCKW,Hengchun,21.933,120.833
RCLG,Taichung Tw-Afb,24.183,120.65
RCLM,Dongsha,20.666,116.716
RCLY,Lan Yu,22.033,121.55
RCMJ,Donggang,22.466,120.433
RCMQ,Wuchia Observatory,24.266,120.616
RCMS,Ilan,24.75,121.766
RCNN,Tainan Tw-Afb,22.95,120.2
RCNO,Dongshi,23.266,119.666
RCPO,Hsinchu Tw-Afb,24.816,120.933
RCQC,Makung Ab,23.583,119.616
RCQS,Chihhang Tw-Afb,22.8,121.183
RCSQ,Pingtung North Air Force Base,22.7,120.483
RCSS,Sungshan / Taipei,25.066,121.55
RCTP,Chiang Kai Shek,25.083,121.216
RCUK,Pa Kuei / Bakuai,24.933,121.3
RCYU,Hulien Ab,24.033,121.616
RJAA,New Tokyo Inter-National Airport,35.766,140.383
RJAF,Matsumoto Airport,36.166,137.933
RJAH,Hyakuri Ab,36.183,140.416
RJAI,Ichikawa,35.733,139.916
RJAK,Kasumigaura Ab,36.033,140.2
RJAM,Minamitorishima,24.3,153.966
RJAO,Chichijima,27.083,142.183
RJAT,Fuji Ab,35.316,138.866
RJAW,Iwojima,24.783,141.316
RJBB,Kansai International Airport,34.416,135.25
RJBD,Nankishirahama Airport,33.666,135.35
RJBH,Hiroshimanishi,34.366,132.433
RJBT,Tajima,35.516,134.8
RJCA,Asahikawa Ab,43.8,142.366
RJCB,Obihiro Airport,42.733,143.216
RJCC,Chitose Ab,42.8,141.666
RJCH,Hakodate Airport,41.766,140.816
RJCJ,Chitose Japanese Air Self Defense Force,42.816,141.683
RJCK,Kushiro Airport,43.033,144.2
RJCM,Memambetsu Airport,43.883,144.166
RJCN,Nakashibetsu Airport,43.566,144.966
RJCO,Sapporo Ab,43.116,141.383
RJCR,Rebun Island,45.45,141.033
RJCS,Kushiro,42.983,144.4
RJCT,Tokachi Japanese Ground Self Defense Force,42.9,143.166
RJCW,Wakkanai Airport,45.4,141.8
RJCY,Muroran,42.316,140.983
RJDB,Iki Airport,33.75,129.783
RJDC,Yamaguchi Ube Airport,33.933,131.283
RJDK,Kamigoto,33.016,129.183
RJDM,Metabaru Ab,33.316,130.416
RJDO,Ojika Island,33.216,129.05
RJDT,Tsushima Airport,34.283,129.333
RJEB,Mombetsu Airport,44.25,143.533
RJEC,Asahikawa Airport,43.666,142.45
RJEO,Okushiri Island,42.066,139.45
RJER,Rishiri Island,45.25,141.183
RJFA,Ashiya Ab,33.883,130.65
RJFC,Yakushima,30.383,130.666
RJFE,Fukue Airport,32.666,128.833
RJFF,Fukuoka Airport,33.583,130.45
RJFG,Tanegashima Airport,30.55,130.95
RJFK,Kagoshima Airport,31.8,130.716
RJFM,Miyazaki Airport,31.866,131.45
RJFN,Nyutabaru Ab,32.083,131.45
RJFO,Oita Airport,33.483,131.733
RJFR,Kitakyushu Airport,33.833,130.95
RJFS,Saga Airport,33.15,130.3
RJFT,Kumamoto Airport,32.833,130.85
RJFU,Nagasaki Airport,32.916,129.916
RJFW,Sasebo Usn,33.15,129.716
RJFY,Kanoya Ab,31.366,130.833
RJFZ,Tsuiki Ab,33.683,131.05
RJGG,Nagoya Airport,35.25,136.933
RJKA,Amami Airport,28.433,129.716
RJKB,Okinoerabu,27.433,128.7
RJKI,Kikai Island,28.316,129.933
RJKN,Tokunoshima Island,27.833,128.883
RJNF,Fukui Airport,36.133,136.233
RJNG,Gifu Ab,35.383,136.866
RJNH,Hamamatsu Ab,34.75,137.7
RJNK,Komatsu Ab,36.383,136.416
RJNN,Nagoya Airport,35.25,136.933
RJNO,Oki Airport,36.183,133.333
RJNT,Toyama Airport,36.65,137.183
RJNY,Shizuhama Ab,34.816,138.3
RJOA,Hiroshima Airport,34.433,132.916
RJOB,Okayama Airport,34.75,133.85
RJOC,Izumo Airport,35.416,132.9
RJOE,Akeno Ab,34.533,136.683
RJOF,Hofu Ab,34.033,131.55
RJOH,Miho Ab,35.483,133.25
RJOI,"MCAS IWAKUNI,JAPAN",34.15,132.233
RJOM,Matsuyama Airport,33.816,132.7
RJOO,Osaka International Airport,34.783,135.45
RJOP,Komatsujima Ab,34.0,134.633
RJOR,Tottori Airport,35.533,134.166
RJOS,Tokushima Ab,34.133,134.616
RJOT,Takamatsu Airport,34.216,134.016
RJOW,Iwami Airport,34.666,131.8
RJOY,Yao Airport,34.6,135.6
RJOZ,Ozuki Ab,34.05,131.05
RJSA,Aomori Airport,40.733,140.7
RJSC,Yamagata Airport,38.416,140.366
RJSD,Sado Airport,38.05,138.416
RJSF,Fukushima Airport,37.233,140.433
RJSH,Hachinohe Ab,40.55,141.466
RJSI,Hanamaki Airport,39.433,141.133
RJSK,Akita Airport,39.616,140.216
RJSM,Misawa Ab,40.7,141.383
RJSN,Niigata Airport,37.95,139.116
RJSO,Ominato Ab,41.233,141.133
RJSR,Odate-Noshiro Airport,40.183,140.2
RJSS,Sendai Airport,38.133,140.916
RJST,Matsushima Ab,38.4,141.216
RJSU,Kasuminome Ab,38.233,140.916
RJSY,Shonai,38.816,139.783
RJTA,Atsugi United States Naval Air Station,35.45,139.45
RJTC,Tachikawa Ab,35.7,139.4
RJTD,Tokyo,35.683,139.766
RJTE,Tateyama Ab,34.983,139.833
RJTF,Chofu Airport,35.666,139.533
RJTH,Hachijojima Airport,33.116,139.783
RJTI,Tokyo Heliport,35.633,139.85
RJTJ,Iruma Ab,35.833,139.416
RJTK,Kisarazu Ab,35.4,139.916
RJTL,Shimofusa Ab,35.8,140.016
RJTO,Oshima Airport,34.783,139.366
RJTQ,Miyakejima Airport,34.066,139.566
RJTR,Zama Airfield,35.516,139.4
RJTT,Tokyo International Airport,35.55,139.783
RJTU,Utsunomiya Ab,36.516,139.866
RJTX,Yokosuka Fwf,35.283,139.666
RJTY,Yokota Ab,35.75,139.35
RKJJ,Kwangju Ab,35.116,126.816
RKJK,Kunsan Ab,35.916,126.616
RKJY,Yosu Airport,34.833,127.616
RKNC,Chunchon Ab,37.866,127.716
RKNF,Whang Ryeong,37.75,128.666
RKNH,Hoengsong Ab,37.433,127.95
RKNN,Kangnung Ab,37.75,128.95
RKNO,Keo Jin,38.466,128.466
RKNR,Kotar Range,37.1,128.9
RKNW,Wonju,37.333,127.95
RKPC,Cheju International Airport,33.5,126.5
RKPK,Pusan / Kimhae International Airport,35.183,128.933
RKPM,Mosulpo Ab,33.2,126.266
RKPS,Sach'On Ab,35.083,128.083
RKPU,Ulsan,35.55,129.316
RKSB,Tonghae Radar Site,37.5,129.133
RKSC,Sv Ri San,37.35,126.916
RKSD,Maesanri,37.35,127.266
RKSF,Seoul / Yongdungp'O Rokaf Wc,37.5,126.933
RKSG,Pyongtaek Ab,36.933,127.0
RKSH,Command Post Tango,37.516,126.983
RKSI,Incheon International Airport,37.466,126.45
RKSJ,Taesong-San,38.2,127.55
RKSL,Seoul,37.566,126.966
RKSM,Seoul E Ab,37.433,127.116
RKSN,Koon-Ni Range,37.033,126.75
RKSO,Osan Ab,37.1,127.033
RKSP,Paengnyongdo Ab,37.966,124.666
RKSQ,Yeonpyeungdo,37.7,125.7
RKSS,Seoul / Kimp'O International Airport,37.55,126.8
RKST,Camp Casey / Tongduch,37.916,127.05
RKSU,Yeoju Range,37.433,127.633
RKSV,Pyoripsan,37.783,126.366
RKSW,Suwon Ab,37.25,127.0
RKSX,Camp Stanley / H-207,37.716,127.1
RKSY,Yongsan / H-208 Hp,37.516,126.983
RKTA,Andong,36.55,128.716
RKTB,Paekado,37.016,126.05
RKTD,Taejon Kor-Afb,36.333,127.383
RKTE,Songmu Ab,36.4,127.5
RKTF,Taejon,36.3,127.4
RKTG,Camp Walker H-805,35.85,128.583
RKTH,Pohang Ab,35.983,129.416
RKTI,Jung Won Rok-Ab,37.033,127.883
RKTM,Mangilsan Ab,36.933,126.45
RKTN,Taegu Ab,35.9,128.65
RKTP,Hae Mi,36.4,126.35
RKTS,Sangju,36.416,128.166
RKTT,Taegu,35.883,128.616
RKTU,Chongju Ab,36.7,127.5
RKTV,Chungju,37.066,127.883
RKTW,Woong Cheon,36.2,126.55
RKTY,Yechon Ab,36.633,128.35
RKXX,Nightmare Range,38.066,127.35
ROAH,Naha Airport,26.183,127.65
RODE,Iejima Auxiliary Ab,26.716,127.783
RODN,Kadena Ab,26.35,127.766
ROHF,Hamby U. S. Army Airfield,26.3,127.766
ROIG,Ishigakijima,24.333,124.166
ROKJ,Kumejima,26.333,126.8
ROMD,Minamidaitojima,25.833,131.233
ROMY,Miyakojima,24.783,125.283
RORA,Aguni Island,26.6,127.233
RORH,Hateruma,24.066,123.8
RORK,Kitadaito Island,25.916,131.333
RORS,Shimoji-Shima Island,24.833,125.15
RORT,Tarama Island,24.65,124.7
RORY,Yoron Island,27.05,128.4
ROTM,Futenma Marine Corps Air Facility,26.266,127.75
ROYN,Yonaguni Airport,24.466,122.983
RPLB,Subic Bay Weather Station,14.8,120.266
RPLC,Clarkfield Pampanga International Airport,15.183,120.55
RPLI,Laoag,18.183,120.533
RPLL,Ninoy Aquino Inter-National Airport,14.516,121.0
RPMD,Davao Airport,7.116,125.65
RPMK,Clark Ab,15.166,120.566
RPMP,Legaspi,13.133,123.733
RPMR,Romblon,12.583,122.266
RPMS,Sangley Point,14.5,120.916
RPMT,Mactan,10.3,123.966
RPMZ,Zamboanga,6.9,122.066
RPUA,Aparri,18.366,121.633
RPUB,Baguio,16.416,120.6
RPUD,Daet,14.133,122.983
RPUH,San Jose,12.35,121.033
RPUI,Iba,15.333,119.966
RPUK,Calapan,13.416,121.183
RPUN,Naga / Luzon Island,13.583,123.266
RPUO,Basco,20.45,121.966
RPUQ,Vigan,17.566,120.383
RPUR,Baler,15.766,121.566
RPUT,Tuguegarao,17.616,121.733
RPUV,Virac,13.583,124.233
RPUW,Marinduque Island,13.366,121.833
RPVA,Tacloban,11.25,125.0
RPVD,Dumaguete,9.3,123.3
RPVF,Catarman,12.483,124.633
RPVG,Guiuan,11.033,126.733
RPVI,Iloilo,10.7,122.566
RPVM,Masbate,12.366,123.616
RPVP,Puerto Princesa,9.75,118.733
RPVR,Roxas,11.583,122.75
RPVT,Tagbilaran,9.6,123.85
RPWB,Gen. Santos,6.116,125.183
RPWC,Cotobato,7.166,124.216
RPWE,Butuan,9.933,125.516
RPWG,Dipolog,8.6,123.35
RPWL,Cagayan De Oro,8.483,124.633
RPWS,Surigao,9.8,125.5
RPWY,Malaybalay,8.15,125.083
RPXT,Alabat,14.083,122.016
SAAC,Concordia Aerodrome,-31.3,-58.016
SAAG,Gualeguaychu Aerodrome,-33.0,-58.616
SAAJ,Junin Aerodrome,-34.55,-60.916
SAAP,Parana Aerodrome,-31.783,-60.483
SAAR,Rosario Aerodrome,-32.916,-60.783
SAAU,Villaguay Aerodrome,-31.85,-59.083
SAAV,Sauce Viejo Aerodrome,-31.7,-60.816
SABA,Buenos Aires Observatorio,-34.583,-58.483
SABE,Aeroparque Bs. As. Aerodrome,-34.566,-58.416
SACI,Pilar Observatorio,-31.666,-63.883
SACO,Cordoba Aerodrome,-31.316,-64.216
SACP,Chepes,-31.333,-66.6
SACT,Gobernador Gordillo,-30.366,-66.3
SACV,Villa De Maria Del Rio Seco,-29.9,-63.683
SADD,Don Torcuato Aerodrome,-34.483,-58.616
SADF,"San Fernando, BA",-34.453,-58.589
SADL,La Plata Aerodrome,-34.966,-57.9
SADP,El Palomar Aerodrome,-34.6,-58.6
SAEZ,Ezeiza Aerodrome,-34.816,-58.533
SAME,Mendoza Aerodrome,-32.833,-68.783
SAMI,San Martin,-33.083,-68.416
SAMJ,Jachal,-30.25,-68.75
SAMM,Malargue Aerodrome,-35.5,-69.583
SAMR,San Rafael Aerodrome,-34.583,-68.4
SAMS,San Carlos,-33.766,-69.033
SAMU,Uspallata,-32.6,-69.333
SANC,Catamarca Aero.,-28.6,-65.766
SANE,Santiago Del Estero Aero.,-27.766,-64.3
SANI,Tinogasta,-28.066,-67.566
SANL,La Rioja Aero.,-29.383,-66.816
SANO,Chilecito,-29.216,-67.433
SANT,Tucuman Aerodrome,-26.85,-65.1
SANU,San Juan Aerodrome,-31.566,-68.866
SANW,Ceres Aerodrome,-29.883,-61.95
SAOC,Rio Cuarto Aerodrome,-33.116,-64.233
SAOD,Villa Dolores Aerodrome,-31.95,-65.133
SAOL,Laboulaye,-34.133,-63.366
SAOM,Marcos Juarez Aerodrome,-32.7,-62.15
SAOR,Villa Reynolds Aerodrome,-33.733,-65.383
SAOU,San Luis Aerodrome,-33.266,-66.35
SARC,Corrientes Aero.,-27.45,-58.766
SARE,Resistencia Aero.,-27.45,-59.05
SARF,Formosa Aerodrome,-26.2,-58.233
SARI,Iguazu Aerodrome,-25.733,-54.466
SARL,Paso De Los Libres Aerodrome,-29.683,-57.15
SARM,Monte Caseros Aerodrome,-30.266,-57.65
SARP,Posadas Aero.,-27.366,-55.966
SARS,Presidencia Roque Saenz Pena Aerodrome,-26.816,-60.45
SASA,Salta Aerodrome,-24.85,-65.483
SASJ,Jujuy Aerodrome,-24.383,-65.083
SASO,Oran Aerodrome,-23.15,-64.316
SASQ,La Quiaca Observatorio,-22.1,-65.6
SASR,Rivadavia,-24.166,-62.9
SAST,Tartagal Aerodrome,-22.65,-63.816
SATK,Las Lomitas,-24.7,-60.583
SATR,"Reconquista, SF",-29.210,-59.690
SATU,Curuzu Cuatia Aerodrome,-29.783,-57.983
SAVB,El Bolson Aerodrome,-41.966,-71.516
SAVC,Comodoro Rivadavia Aerodrome,-45.783,-67.5
SAVE,Esquel Aerodrome,-42.933,-71.15
SAVO,San Antonio Oeste Aerodrome,-40.783,-65.1
SAVP,Paso De Indios,-43.816,-68.883
SAVT,Trelew Aerodrome,-43.2,-65.266
SAVV,Viedma Aerodrome,-40.85,-63.016
SAVY,"Puerto Madryn, CHT",-42.759,-65.102
SAWA,Lago Argentino Aerodrome,-50.333,-72.3
SAWD,Puerto Deseado Aerodrome,-47.733,-65.916
SAWE,Rio Grande B. A.,-53.8,-67.75
SAWG,Rio Gallegos Aerodrome,-51.616,-69.283
SAWH,Ushuaia Aerodrome,-54.8,-68.316
SAWJ,San Julian Aerodrome,-49.316,-67.75
SAWP,Perito Moreno Aerodrome,-46.516,-71.016
SAWR,Gobernador Gregores Aerodrome,-48.783,-70.166
SAWU,Santa Cruz Aerodrome,-50.016,-68.566
SAZA,Azul Airport,-36.75,-59.833
SAZB,Bahia Blanca Aerodrome,-38.733,-62.166
SAZD,Dolores Aerodrome,-36.35,-57.733
SAZE,Pigue Aerodrome,-37.6,-62.383
SAZG,General Pico Aerodrome,-35.7,-63.75
SAZH,Tres Arroyos,-38.333,-60.25
SAZM,Mar Del Plata Aerodrome,-37.933,-57.583
SAZN,Neuquen Aerodrome,-38.95,-68.133
SAZP,Pehuajo Aerodrome,-35.866,-61.9
SAZQ,Rio Colorado,-39.016,-64.083
SAZR,Santa Rosa Aerodrome,-36.566,-64.266
SAZS,Bariloche Aerodrome,-41.15,-71.166
SAZT,Tandil Aerodrome,-37.233,-59.25
SAZV,Villa Gesell,-37.233,-57.033
SAZY,Chapelco,-40.083,-71.133
SBAA,Conceicao Do Araguaia,-8.25,-49.283
SBAF,Afonsos Aeroporto,-22.866,-43.366
SBAN,Anapolis Braz-Afb,-16.233,-48.966
SBAR,Aracaju Aeroporto,-10.983,-37.066
SBAT,Alta Floresta Aeroporto,-9.866,-56.1
SBBC,Benjamin Constant,-4.383,-70.033
SBBE,Belem Aeroporto,-1.383,-48.483
SBBG,Bage Aeroporto,-31.35,-54.116
SBBH,Belo Horizonte Aeroporto,-19.85,-43.95
SBBI,Curitiba,-25.433,-49.266
SBBQ,Barbacena,-21.25,-43.766
SBBR,Brasilia Aeroporto,-15.866,-47.933
SBBU,Bauru,-22.316,-49.066
SBBV,"Boa Vista, Boa Vista Intl",2.833,-60.7
SBBW,Barra Do Garcas,-15.866,-52.383
SBCC,Cachimbo,-9.333,-54.95
SBCF,Belo Horizonte,-19.933,-43.933
SBCG,Campo Grande Aeroporto,-20.466,-54.666
SBCI,Maranhao / Carolina Airport,-7.316,-47.466
SBCJ,Carajas / Maraba,-6.116,-50.0
SBCO,Porto Alegre,-30.016,-51.216
SBCP,Campos,-21.75,-41.333
SBCR,Corumba,-19.083,-57.5
SBCT,Curitiba Aeroporto,-25.516,-49.166
SBCV,Caravelas,-17.65,-39.25
SBCY,Cuiaba Aeroporto,-15.65,-56.1
SBCZ,Cruzeiro Do Sul,-7.633,-72.666
SBDN,Presidente Prudente,-22.116,-51.383
SBEG,Eduardo Gomes International,-3.033,-60.05
SBEK,Jacareacanga,-6.266,-57.733
SBES,S. P. Aldeia Aerodrome,-22.816,-42.1
SBFI,Foz Do Iguacu Aeroporto,-25.516,-54.583
SBFL,Florianopolis Aeroporto,-27.666,-48.55
SBFN,Fernando De Noronha,-3.85,-32.416
SBFZ,Fortaleza / pinto Martins,-3.783,-38.533
SBGA,Gama,-16.05,-48.05
SBGL,Galeao,-22.816,-43.25
SBGO,Goiania Aeroporto,-16.633,-49.216
SBGR,Guarulhos Civ / Mil,-23.433,-46.466
SBGW,Guaratingueta,-22.783,-45.2
SBHT,Altamira,-3.2,-52.2
SBIH,Itaituba,-4.25,-56.0
SBIL,Ilheus Aeroporto,-14.816,-39.033
SBIZ,Imperatriz,-5.533,-47.5
SBJF,Juiz De Fora,-21.766,-43.35
SBJP,Joao Pessoa,-7.1,-34.866
SBJR,Rio / Jacarepagua,-22.983,-43.366
SBKG,Campina Grande,-7.216,-35.883
SBKP,Campinas Aeroporto,-23.0,-47.133
SBLO,Londrina Aeroporto,-23.333,-51.133
SBLP,Bom Jesus Da Lapa,-13.266,-43.416
SBMA,Maraba,-5.35,-49.15
SBME,Macae,-22.35,-41.766
SBMG,Maringa,-23.416,-51.95
SBMK,Montes Claros,-16.716,-43.866
SBMN,Manaus Aeroporto,-3.15,-59.983
SBMO,Maceio Aeroporto,-9.516,-35.783
SBMQ,Macapa,0.033,-50.05
SBMS,Mocoro / 17 Rosado,-5.2,-37.366
SBMT,Marte Civ / Mil,-23.516,-46.633
SBMY,Manicore,-5.816,-61.3
SBNT,Natal Aeroporto,-5.916,-35.25
SBOI,Oiapoque,3.833,-51.833
SBPA,Porto Alegre Aero-Porto,-30.0,-51.183
SBPB,Parnaiba Aeroporto,-2.916,-41.75
SBPC,Pocos De Caldas,-21.85,-46.566
SBPF,Passo Fundo,-28.25,-52.4
SBPG,Paranagua,-25.516,-48.516
SBPK,Pelotas,-31.866,-52.35
SBPL,Petrolina,-9.35,-40.55
SBPN,Porto Nacional Aeroporto,-10.7,-48.4
SBPP,Ponta Pora Intl,-22.55,-55.7
SBPS,Porto Seguro,-16.433,-39.066
SBPV,Porto Velho Aeroporto,-8.766,-63.916
SBQV,Vitoria Da Conquista,-14.95,-40.883
SBRB,Rio Branco,-10.0,-67.8
SBRF,Recife Aeroporto,-8.066,-34.85
SBRJ,Rio De Janeiro Aeroporto,-22.9,-43.166
SBRP,Leite Lopes / Ribeir,-21.133,-47.783
SBRS,Resende,-22.483,-44.466
SBSA,Sao Carlos,-22.016,-47.883
SBSC,Rio De Janeiro-Santa Cruz Ab,-22.933,-43.716
SBSJ,Sao Jose Dos Campo,-23.233,-45.866
SBSL,Sao Luiz Aeroporto,-2.6,-44.233
SBSM,Santa Maria Aero-Porto,-29.716,-53.7
SBSN,Santarem-Aeroporto,-2.433,-54.716
SBSP,Sao Paulo/Congonhas Aeroporto,-23.616,-46.65
SBST,Santos Aeroporto,-23.933,-46.3
SBSV,Salvador Aeroporto,-12.9,-38.333
SBTE,Teresina Aeroporto,-5.05,-42.816
SBTF,Tefe,-3.366,-64.683
SBTK,Tarauaca,-8.166,-70.766
SBTT,Tabatinga,-3.666,-69.666
SBTU,Tucurui,-3.716,-49.716
SBUA,Sao Gabriel Da Cachoeira,-0.133,-67.083
SBUF,Paulo Afonso,-9.4,-38.216
SBUG,Uruguaiana Aeroporto,-29.783,-57.033
SBUL,Uberlandia,-18.883,-48.233
SBUR,Uberaba,-19.783,-47.966
SBVH,Vilhena Aeroporto,-12.7,-60.1
SBVT,Vitoria Aeroporto,-20.266,-40.283
SBXV,Xavantina,-14.7,-52.35
SBYA,Iauarete,0.616,-69.2
SBYS,Pirassununga,-21.983,-47.333
SCAR,Arica,-18.333,-70.333
SCBA,Balmaceda,-45.916,-71.683
SCCC,Chile Chico,-46.55,-71.7
SCCH,Chillan,-36.566,-72.033
SCCI,Punta Arenas,-53.0,-70.85
SCCY,Coyhaique,-45.583,-72.116
SCDA,Iquique / Diego Arac,-20.533,-70.183
SCEL,Pudahuel,-33.383,-70.783
SCER,Quintero Santiago,-32.783,-71.516
SCFA,Antofagasta,-23.433,-70.433
SCHA,Copiapo,-27.3,-70.416
SCHR,Cochrane,-47.233,-72.55
SCIC,Curico,-34.966,-71.233
SCIE,Concepcion,-36.766,-73.05
SCIP,Isla De Pascua,-27.15,-109.416
SCLL,Vallenar,-28.6,-70.766
SCRA,Chanaral,-26.316,-70.616
SCSE,La Serena,-29.9,-71.2
SCTC,Temuco,-38.75,-72.633
SCTE,Puerto Montt,-41.416,-73.083
SCVD,Valdivia,-39.616,-73.083
SEAM,Ambato / Chachoan,-1.2,-78.566
SEBC,Bahia De Caraquez,-0.583,-80.4
SECU,Cuenca / Mariscal Lamar,-2.883,-78.983
SEES,Esmeraldas-Tachina,0.966,-79.633
